CodMarca,CodModelo,CodAno,PrecoFipe,ChaveFipe
59,8184,2020-1,"R$ 75.210,00",59 8184 2020-1
23,5892,2020-3,"R$ 180.107,00",23 5892 2020-3
41,9147,2021-1,"R$ 157.291,00",41 9147 2021-1
23,1119,2002-1,"R$ 24.353,00",23 1119 2002-1
59,8531,2022-3,"R$ 259.637,00",59 8531 2022-3
43,7982,2020-1,"R$ 90.046,00",43 7982 2020-1
22,8316,2022-3,"R$ 198.998,00",22 8316 2022-3
23,7618,2020-1,"R$ 113.396,00",23 7618 2020-1
25,7151,2020-1,"R$ 127.677,00",25 7151 2020-1
6,85,1997-1,"R$ 19.982,00",6 85 1997-1
59,9564,2022-1,"R$ 105.521,00",59 9564 2022-1
48,7044,2017-1,"R$ 50.988,00",48 7044 2017-1
48,7360,2020-1,"R$ 78.481,00",48 7360 2020-1
44,8700,2021-1,"R$ 86.940,00",44 8700 2021-1
21,8690,2021-1,"R$ 77.335,00",21 8690 2021-1
185,6305,2021-3,"R$ 450.102,00",185 6305 2021-3
59,5983,2015-1,"R$ 56.929,00",59 5983 2015-1
22,7660,2018-1,"R$ 57.878,00",22 7660 2018-1
23,6351,2014-1,"R$ 48.965,00",23 6351 2014-1
21,9228,2021-1,"R$ 60.588,00",21 9228 2021-1
56,7406,2022-3,"R$ 280.125,00",56 7406 2022-3
22,718,1986-1,"R$ 6.750,00",22 718 1986-1
21,4097,2011-1,"R$ 41.087,00",21 4097 2011-1
43,4295,2011-1,"R$ 34.749,00",43 4295 2011-1
48,2012,2016-1,"R$ 33.717,00",48 2012 2016-1
23,7032,2017-1,"R$ 114.178,00",23 7032 2017-1
55,2186,2019-1,"R$ 87.660,00",55 2186 2019-1
22,4258,2009-1,"R$ 33.757,00",22 4258 2009-1
6,56,2002-1,"R$ 19.844,00",6 56 2002-1
25,7151,2021-1,"R$ 137.309,00",25 7151 2021-1
26,1328,2022-3,"R$ 144.856,00",26 1328 2022-3
7,8338,2019-1,"R$ 218.893,00",7 8338 2019-1
7,9036,2020-1,"R$ 216.392,00",7 9036 2020-1
26,1344,2009-1,"R$ 34.312,00",26 1344 2009-1
39,9551,2022-1,"R$ 540.870,00",39 9551 2022-1
59,8325,2022-1,"R$ 69.994,00",59 8325 2022-1
13,9191,2021-1,"R$ 93.841,00",13 9191 2021-1
59,7524,2018-1,"R$ 49.970,00",59 7524 2018-1
56,7712,2018-1,"R$ 68.110,00",56 7712 2018-1
26,6352,2018-1,"R$ 74.472,00",26 6352 2018-1
21,8202,2020-1,"R$ 78.256,00",21 8202 2020-1
41,8182,2020-3,"R$ 188.589,00",41 8182 2020-3
23,5416,2020-1,"R$ 62.562,00",23 5416 2020-1
25,1273,2020-1,"R$ 91.780,00",25 1273 2020-1
59,8300,2019-1,"R$ 152.793,00",59 8300 2019-1
59,4689,2015-1,"R$ 41.234,00",59 4689 2015-1
22,7718,2016-1,"R$ 164.490,00",22 7718 2016-1
161,8339,2019-1,"R$ 76.185,00",161 8339 2019-1
43,7164,2019-1,"R$ 46.399,00",43 7164 2019-1
29,9560,2017-1,"R$ 77.831,00",29 9560 2017-1
21,5536,2021-1,"R$ 89.982,00",21 5536 2021-1
59,8186,2021-1,"R$ 107.168,00",59 8186 2021-1
6,6044,2018-1,"R$ 166.380,00",6 6044 2018-1
21,7479,2020-3,"R$ 160.368,00",21 7479 2020-3
23,9044,2021-1,"R$ 105.085,00",23 9044 2021-1
59,3833,2008-1,"R$ 17.723,00",59 3833 2008-1
56,8936,2020-1,"R$ 86.386,00",56 8936 2020-1
56,9726,2023-1,"R$ 89.032,00",56 9726 2023-1
21,5483,2016-1,"R$ 32.272,00",21 5483 2016-1
43,1781,2009-1,"R$ 238.752,00",43 1781 2009-1
23,8891,2021-1,"R$ 74.304,00",23 8891 2021-1
21,7735,2018-1,"R$ 43.881,00",21 7735 2018-1
22,6169,2018-1,"R$ 134.555,00",22 6169 2018-1
48,7890,2020-1,"R$ 88.965,00",48 7890 2020-1
17,5694,2014-1,"R$ 66.308,00",17 5694 2014-1
161,8340,2019-1,"R$ 73.621,00",161 8340 2019-1
56,8358,2019-1,"R$ 79.591,00",56 8358 2019-1
59,8324,2020-1,"R$ 54.995,00",59 8324 2020-1
26,8051,2018-1,"R$ 93.382,00",26 8051 2018-1
41,8670,2020-1,"R$ 111.044,00",41 8670 2020-1
6,56,2001-1,"R$ 19.303,00",6 56 2001-1
56,2274,1992-3,"R$ 35.590,00",56 2274 1992-3
6,9824,2022-1,"R$ 310.555,00",6 9824 2022-1
48,5737,2014-1,"R$ 42.317,00",48 5737 2014-1
48,8023,2019-1,"R$ 45.609,00",48 8023 2019-1
22,6921,2018-1,"R$ 54.415,00",22 6921 2018-1
59,2572,1993-1,"R$ 12.248,00",59 2572 1993-1
48,5737,2012-1,"R$ 39.369,00",48 5737 2012-1
21,8202,2019-1,"R$ 76.298,00",21 8202 2019-1
25,7693,2017-1,"R$ 106.679,00",25 7693 2017-1
25,8693,2020-1,"R$ 148.741,00",25 8693 2020-1
25,5373,2018-1,"R$ 67.201,00",25 5373 2018-1
22,8588,2020-1,"R$ 90.655,00",22 8588 2020-1
59,4753,2016-1,"R$ 45.769,00",59 4753 2016-1
25,7696,2020-1,"R$ 152.595,00",25 7696 2020-1
23,6268,2019-3,"R$ 216.161,00",23 6268 2019-3
29,8663,2020-3,"R$ 193.018,00",29 8663 2020-3
26,6435,2019-1,"R$ 73.754,00",26 6435 2019-1
21,5272,2020-1,"R$ 56.811,00",21 5272 2020-1
22,9593,2020-1,"R$ 81.187,00",22 9593 2020-1
156,5688,2014-1,"R$ 116.513,00",156 5688 2014-1
23,5893,2019-3,"R$ 177.640,00",23 5893 2019-3
21,7735,2020-1,"R$ 48.406,00",21 7735 2020-1
56,7491,2019-3,"R$ 303.822,00",56 7491 2019-3
26,7480,2017-1,"R$ 65.280,00",26 7480 2017-1
43,4193,2009-1,"R$ 62.706,00",43 4193 2009-1
48,7891,2019-1,"R$ 82.453,00",48 7891 2019-1
25,4975,2017-1,"R$ 74.370,00",25 4975 2017-1
41,4251,2007-1,"R$ 39.078,00",41 4251 2007-1
59,4691,2012-1,"R$ 34.602,00",59 4691 2012-1
21,5064,2010-1,"R$ 25.342,00",21 5064 2010-1
23,7098,2016-1,"R$ 61.785,00",23 7098 2016-1
59,8326,2022-1,"R$ 76.826,00",59 8326 2022-1
7,6230,2020-1,"R$ 208.770,00",7 6230 2020-1
31,5419,2019-1,"R$ 119.602,00",31 5419 2019-1
43,8551,2020-3,"R$ 195.715,00",43 8551 2020-3
59,7078,2018-1,"R$ 64.588,00",59 7078 2018-1
21,4825,2014-1,"R$ 28.044,00",21 4825 2014-1
7,7449,2017-1,"R$ 163.984,00",7 7449 2017-1
48,8787,2020-1,"R$ 73.245,00",48 8787 2020-1
7,6260,2015-1,"R$ 312.059,00",7 6260 2015-1
59,6670,2014-1,"R$ 40.212,00",59 6670 2014-1
23,7619,2017-1,"R$ 91.033,00",23 7619 2017-1
23,6063,2014-1,"R$ 41.754,00",23 6063 2014-1
58,8485,2019-3,"R$ 272.200,00",58 8485 2019-3
23,8692,2021-1,"R$ 98.013,00",23 8692 2021-1
22,6165,2019-1,"R$ 130.904,00",22 6165 2019-1
56,7563,2018-1,"R$ 65.223,00",56 7563 2018-1
23,6175,2018-1,"R$ 60.629,00",23 6175 2018-1
48,8796,2020-1,"R$ 67.594,00",48 8796 2020-1
44,7553,2019-1,"R$ 54.736,00",44 7553 2019-1
21,7965,2019-1,"R$ 57.686,00",21 7965 2019-1
59,8069,2018-1,"R$ 82.769,00",59 8069 2018-1
21,4970,2020-1,"R$ 89.826,00",21 4970 2020-1
26,7481,2017-1,"R$ 58.400,00",26 7481 2017-1
21,8315,2018-1,"R$ 52.345,00",21 8315 2018-1
48,6974,2015-1,"R$ 41.201,00",48 6974 2015-1
25,6779,2017-1,"R$ 72.958,00",25 6779 2017-1
48,7377,2018-1,"R$ 77.362,00",48 7377 2018-1
59,8702,2020-1,"R$ 64.160,00",59 8702 2020-1
7,158,1998-1,"R$ 26.945,00",7 158 1998-1
59,8068,2018-1,"R$ 76.241,00",59 8068 2018-1
59,6801,2018-1,"R$ 85.306,00",59 6801 2018-1
21,5621,2013-1,"R$ 53.780,00",21 5621 2013-1
25,5373,2014-1,"R$ 50.336,00",25 5373 2014-1
48,8795,2020-1,"R$ 53.650,00",48 8795 2020-1
7,243,2001-1,"R$ 39.275,00",7 243 2001-1
21,5614,2012-1,"R$ 41.218,00",21 5614 2012-1
56,6471,2015-1,"R$ 112.603,00",56 6471 2015-1
22,7659,2017-1,"R$ 53.424,00",22 7659 2017-1
25,1276,2013-1,"R$ 45.773,00",25 1276 2013-1
59,6941,2015-1,"R$ 71.543,00",59 6941 2015-1
59,2411,2005-2,"R$ 11.434,00",59 2411 2005-2
26,7546,2019-1,"R$ 61.205,00",26 7546 2019-1
22,4257,2012-1,"R$ 42.950,00",22 4257 2012-1
22,6162,2015-1,"R$ 61.031,00",22 6162 2015-1
22,807,2012-1,"R$ 38.502,00",22 807 2012-1
56,5081,2013-1,"R$ 101.963,00",56 5081 2013-1
6,8945,2021-1,"R$ 189.374,00",6 8945 2021-1
33,7796,2016-3,"R$ 181.117,00",33 7796 2016-3
23,5636,2014-1,"R$ 59.220,00",23 5636 2014-1
21,7479,2017-3,"R$ 123.826,00",21 7479 2017-3
22,8440,2019-1,"R$ 60.162,00",22 8440 2019-1
59,7172,2017-1,"R$ 57.390,00",59 7172 2017-1
26,6205,2014-1,"R$ 43.671,00",26 6205 2014-1
23,6532,2018-1,"R$ 67.412,00",23 6532 2018-1
58,8507,2019-3,"R$ 318.349,00",58 8507 2019-3
23,5975,2016-1,"R$ 73.734,00",23 5975 2016-1
55,6244,2016-1,"R$ 74.657,00",55 6244 2016-1
33,6697,2013-1,"R$ 158.649,00",33 6697 2013-1
39,9318,2021-1,"R$ 313.471,00",39 9318 2021-1
22,683,2010-1,"R$ 34.347,00",22 683 2010-1
26,7859,2017-1,"R$ 95.607,00",26 7859 2017-1
57,6933,2015-3,"R$ 167.283,00",57 6933 2015-3
7,5497,2017-1,"R$ 203.274,00",7 5497 2017-1
22,6424,2015-1,"R$ 44.162,00",22 6424 2015-1
157,5147,2011-1,"R$ 61.529,00",157 5147 2011-1
22,6171,2019-3,"R$ 188.144,00",22 6171 2019-3
25,4975,2016-1,"R$ 70.139,00",25 4975 2016-1
25,4629,2011-1,"R$ 58.623,00",25 4629 2011-1
43,6616,2015-1,"R$ 55.118,00",43 6616 2015-1
23,5892,2019-3,"R$ 172.877,00",23 5892 2019-3
22,4061,2009-1,"R$ 33.814,00",22 4061 2009-1
23,7793,2017-1,"R$ 91.943,00",23 7793 2017-1
22,7372,2017-1,"R$ 65.758,00",22 7372 2017-1
25,4973,2018-1,"R$ 90.244,00",25 4973 2018-1
23,6101,2020-3,"R$ 154.471,00",23 6101 2020-3
21,7070,2015-1,"R$ 44.965,00",21 7070 2015-1
59,4689,2011-1,"R$ 27.411,00",59 4689 2011-1
26,7547,2016-1,"R$ 49.090,00",26 7547 2016-1
23,6233,2018-1,"R$ 54.452,00",23 6233 2018-1
23,6174,2020-1,"R$ 79.203,00",23 6174 2020-1
26,7481,2016-1,"R$ 55.515,00",26 7481 2016-1
23,7619,2019-1,"R$ 107.562,00",23 7619 2019-1
56,2234,2008-1,"R$ 35.978,00",56 2234 2008-1
21,7134,2020-1,"R$ 77.475,00",21 7134 2020-1
59,4931,2013-1,"R$ 73.104,00",59 4931 2013-1
21,7967,2019-1,"R$ 64.638,00",21 7967 2019-1
43,7164,2018-1,"R$ 44.019,00",43 7164 2018-1
23,5975,2014-1,"R$ 61.197,00",23 5975 2014-1
23,6490,2013-1,"R$ 37.947,00",23 6490 2013-1
25,4799,2020-1,"R$ 97.941,00",25 4799 2020-1
29,5897,2013-1,"R$ 194.686,00",29 5897 2013-1
25,7152,2016-1,"R$ 85.440,00",25 7152 2016-1
48,6971,2015-1,"R$ 40.612,00",48 6971 2015-1
23,4188,2010-1,"R$ 26.221,00",23 4188 2010-1
13,8466,2019-1,"R$ 80.222,00",13 8466 2019-1
21,5591,2013-1,"R$ 46.479,00",21 5591 2013-1
59,4691,2013-1,"R$ 35.571,00",59 4691 2013-1
31,5418,2015-1,"R$ 90.742,00",31 5418 2015-1
21,5536,2018-1,"R$ 63.544,00",21 5536 2018-1
22,799,2018-1,"R$ 67.305,00",22 799 2018-1
59,5476,2014-3,"R$ 97.451,00",59 5476 2014-3
26,6354,2017-1,"R$ 67.161,00",26 6354 2017-1
55,7775,2018-1,"R$ 93.707,00",55 7775 2018-1
22,5413,2014-1,"R$ 82.032,00",22 5413 2014-1
44,5507,2012-1,"R$ 38.657,00",44 5507 2012-1
21,4421,2010-1,"R$ 27.961,00",21 4421 2010-1
59,7327,2016-1,"R$ 53.899,00",59 7327 2016-1
55,7877,2017-1,"R$ 73.613,00",55 7877 2017-1
56,6076,2015-3,"R$ 137.075,00",56 6076 2015-3
25,4009,2013-1,"R$ 70.925,00",25 4009 2013-1
28,1358,1997-1,"R$ 62.295,00",28 1358 1997-1
59,8184,2019-1,"R$ 71.770,00",59 8184 2019-1
22,5668,2012-1,"R$ 32.271,00",22 5668 2012-1
44,4722,2009-1,"R$ 19.234,00",44 4722 2009-1
59,2392,2013-1,"R$ 37.466,00",59 2392 2013-1
31,5418,2014-1,"R$ 85.323,00",31 5418 2014-1
157,5284,2011-1,"R$ 48.681,00",157 5284 2011-1
23,9736,2023-1,"R$ 151.693,00",23 9736 2023-1
59,5940,2018-3,"R$ 190.965,00",59 5940 2018-3
59,4752,2013-1,"R$ 34.476,00",59 4752 2013-1
31,5249,2015-1,"R$ 79.997,00",31 5249 2015-1
13,6578,2014-1,"R$ 48.306,00",13 6578 2014-1
23,6532,2015-1,"R$ 51.672,00",23 6532 2015-1
23,5635,2013-1,"R$ 59.744,00",23 5635 2013-1
23,6531,2016-1,"R$ 57.860,00",23 6531 2016-1
21,5242,2013-1,"R$ 33.032,00",21 5242 2013-1
43,4779,2013-3,"R$ 86.910,00",43 4779 2013-3
44,6397,2015-1,"R$ 44.166,00",44 6397 2015-1
22,7660,2017-1,"R$ 55.161,00",22 7660 2017-1
26,6437,2015-1,"R$ 56.456,00",26 6437 2015-1
41,5425,2018-1,"R$ 94.088,00",41 5425 2018-1
59,7079,2014-1,"R$ 122.524,00",59 7079 2014-1
56,5907,2012-1,"R$ 108.030,00",56 5907 2012-1
17,406,2008-3,"R$ 152.112,00",17 406 2008-3
41,4124,2010-3,"R$ 69.339,00",41 4124 2010-3
21,5621,2015-1,"R$ 67.246,00",21 5621 2015-1
48,7672,2018-1,"R$ 81.361,00",48 7672 2018-1
26,5932,2014-1,"R$ 78.199,00",26 5932 2014-1
43,4296,2009-1,"R$ 31.887,00",43 4296 2009-1
59,2571,1991-1,"R$ 9.146,00",59 2571 1991-1
22,4258,2011-1,"R$ 37.637,00",22 4258 2011-1
41,4478,2015-3,"R$ 142.127,00",41 4478 2015-3
161,8279,2019-1,"R$ 66.287,00",161 8279 2019-1
59,5940,2017-3,"R$ 169.599,00",59 5940 2017-3
26,5303,2011-1,"R$ 40.947,00",26 5303 2011-1
21,602,2012-1,"R$ 36.761,00",21 602 2012-1
43,6242,2014-3,"R$ 100.978,00",43 6242 2014-3
23,1119,2001-1,"R$ 23.598,00",23 1119 2001-1
23,5416,2012-1,"R$ 36.523,00",23 5416 2012-1
44,7553,2017-1,"R$ 45.976,00",44 7553 2017-1
39,6179,2015-3,"R$ 113.671,00",39 6179 2015-3
58,2333,2004-1,"R$ 36.628,00",58 2333 2004-1
25,4975,2014-1,"R$ 56.157,00",25 4975 2014-1
23,6532,2014-1,"R$ 49.100,00",23 6532 2014-1
21,4421,2008-1,"R$ 25.972,00",21 4421 2008-1
59,4008,2009-1,"R$ 29.896,00",59 4008 2009-1
43,5692,2013-1,"R$ 35.320,00",43 5692 2013-1
26,5398,2012-1,"R$ 64.727,00",26 5398 2012-1
48,2050,2013-3,"R$ 101.205,00",48 2050 2013-3
26,1328,2016-3,"R$ 96.439,00",26 1328 2016-3
23,8949,2023-1,"R$ 77.006,00",23 8949 2023-1
41,4478,2012-3,"R$ 111.311,00",41 4478 2012-3
26,5071,2010-1,"R$ 36.746,00",26 5071 2010-1
23,7956,2020-1,"R$ 164.844,00",23 7956 2020-1
25,5149,2013-1,"R$ 63.830,00",25 5149 2013-1
13,4302,2009-1,"R$ 22.417,00",13 4302 2009-1
56,3830,2015-3,"R$ 182.451,00",56 3830 2015-3
22,796,2011-1,"R$ 34.868,00",22 796 2011-1
26,6353,2013-1,"R$ 50.547,00",26 6353 2013-1
21,644,2006-1,"R$ 14.451,00",21 644 2006-1
21,5621,2012-1,"R$ 49.273,00",21 5621 2012-1
26,6205,2013-1,"R$ 40.244,00",26 6205 2013-1
23,5070,2014-1,"R$ 40.802,00",23 5070 2014-1
59,3806,2007-1,"R$ 32.766,00",59 3806 2007-1
59,4755,2011-1,"R$ 32.943,00",59 4755 2011-1
22,7688,2013-3,"R$ 99.620,00",22 7688 2013-3
48,7435,2017-1,"R$ 54.051,00",48 7435 2017-1
44,6396,2015-1,"R$ 40.852,00",44 6396 2015-1
25,4011,2010-1,"R$ 43.063,00",25 4011 2010-1
59,2375,2009-1,"R$ 29.077,00",59 2375 2009-1
21,3813,2011-1,"R$ 29.162,00",21 3813 2011-1
21,7454,2017-1,"R$ 75.471,00",21 7454 2017-1
26,6439,2016-1,"R$ 122.128,00",26 6439 2016-1
56,4906,2012-1,"R$ 104.372,00",56 4906 2012-1
22,875,2007-1,"R$ 42.344,00",22 875 2007-1
56,5907,2013-1,"R$ 115.993,00",56 5907 2013-1
25,5149,2011-1,"R$ 50.566,00",25 5149 2011-1
21,4750,2010-1,"R$ 27.652,00",21 4750 2010-1
23,4924,2013-1,"R$ 27.252,00",23 4924 2013-1
156,4894,2010-1,"R$ 69.455,00",156 4894 2010-1
41,1772,2004-1,"R$ 31.932,00",41 1772 2004-1
48,7809,2018-1,"R$ 44.240,00",48 7809 2018-1
44,4722,2012-1,"R$ 23.584,00",44 4722 2012-1
23,4188,2011-1,"R$ 26.962,00",23 4188 2011-1
21,7119,2016-1,"R$ 33.755,00",21 7119 2016-1
25,1273,2015-1,"R$ 63.514,00",25 1273 2015-1
59,7817,2017-1,"R$ 49.908,00",59 7817 2017-1
21,480,2008-1,"R$ 23.547,00",21 480 2008-1
56,5042,2015-1,"R$ 75.390,00",56 5042 2015-1
23,1169,2005-3,"R$ 61.909,00",23 1169 2005-3
23,6234,2015-1,"R$ 51.468,00",23 6234 2015-1
17,5924,2012-3,"R$ 242.823,00",17 5924 2012-3
21,602,2008-1,"R$ 31.805,00",21 602 2008-1
23,958,2003-1,"R$ 20.301,00",23 958 2003-1
56,2259,2010-3,"R$ 127.470,00",56 2259 2010-3
23,1214,2000-1,"R$ 16.212,00",23 1214 2000-1
41,7265,2016-3,"R$ 148.466,00",41 7265 2016-3
21,4970,2010-1,"R$ 44.834,00",21 4970 2010-1
59,2394,2000-1,"R$ 12.951,00",59 2394 2000-1
23,5416,2017-1,"R$ 50.134,00",23 5416 2017-1
59,4752,2012-1,"R$ 29.645,00",59 4752 2012-1
25,4630,2013-1,"R$ 78.604,00",25 4630 2013-1
23,4924,2010-1,"R$ 19.450,00",23 4924 2010-1
22,682,2007-1,"R$ 27.128,00",22 682 2007-1
56,8110,2018-3,"R$ 212.120,00",56 8110 2018-3
26,1344,2013-1,"R$ 49.452,00",26 1344 2013-1
21,4160,2012-1,"R$ 35.846,00",21 4160 2012-1
56,2259,2012-3,"R$ 146.749,00",56 2259 2012-3
25,4010,2009-1,"R$ 43.155,00",25 4010 2009-1
23,1169,2000-3,"R$ 48.524,00",23 1169 2000-3
31,4977,2011-1,"R$ 43.261,00",31 4977 2011-1
43,6395,2014-3,"R$ 116.424,00",43 6395 2014-3
23,6174,2013-1,"R$ 41.201,00",23 6174 2013-1
23,6105,2013-1,"R$ 49.234,00",23 6105 2013-1
23,4383,2010-1,"R$ 32.950,00",23 4383 2010-1
48,7107,2015-1,"R$ 43.085,00",48 7107 2015-1
59,2390,2003-1,"R$ 15.190,00",59 2390 2003-1
21,4160,2013-1,"R$ 38.886,00",21 4160 2013-1
22,7659,2019-1,"R$ 63.006,00",22 7659 2019-1
22,806,2013-1,"R$ 42.347,00",22 806 2013-1
13,4847,2011-1,"R$ 28.759,00",13 4847 2011-1
21,4860,2010-1,"R$ 24.442,00",21 4860 2010-1
23,5369,2011-1,"R$ 59.668,00",23 5369 2011-1
23,1145,2007-3,"R$ 64.470,00",23 1145 2007-3
44,5904,2013-1,"R$ 39.245,00",44 5904 2013-1
59,7410,2017-1,"R$ 53.555,00",59 7410 2017-1
23,5976,2014-1,"R$ 58.547,00",23 5976 2014-1
22,4135,2011-1,"R$ 23.896,00",22 4135 2011-1
25,7694,2017-1,"R$ 101.457,00",25 7694 2017-1
23,1035,2009-1,"R$ 21.594,00",23 1035 2009-1
23,6351,2013-1,"R$ 47.632,00",23 6351 2013-1
41,5424,2015-1,"R$ 76.710,00",41 5424 2015-1
13,4762,2010-1,"R$ 23.789,00",13 4762 2010-1
23,4849,2010-1,"R$ 21.695,00",23 4849 2010-1
59,5314,2011-1,"R$ 31.903,00",59 5314 2011-1
22,768,2004-3,"R$ 132.946,00",22 768 2004-3
6,6045,2013-1,"R$ 97.267,00",6 6045 2013-1
23,7305,2018-3,"R$ 195.489,00",23 7305 2018-3
22,895,2008-3,"R$ 65.711,00",22 895 2008-3
23,4841,2009-1,"R$ 35.745,00",23 4841 2009-1
56,2285,2015-1,"R$ 107.901,00",56 2285 2015-1
22,3888,2007-1,"R$ 15.817,00",22 3888 2007-1
26,1344,2012-1,"R$ 41.265,00",26 1344 2012-1
59,5476,2016-3,"R$ 114.628,00",59 5476 2016-3
59,4007,2012-1,"R$ 39.573,00",59 4007 2012-1
23,5893,2013-3,"R$ 121.018,00",23 5893 2013-3
23,6269,2014-1,"R$ 101.085,00",23 6269 2014-1
23,1165,2011-1,"R$ 53.864,00",23 1165 2011-1
21,5465,2013-1,"R$ 37.151,00",21 5465 2013-1
25,4011,2013-1,"R$ 59.877,00",25 4011 2013-1
21,5926,2015-1,"R$ 42.992,00",21 5926 2015-1
41,7199,2016-3,"R$ 182.064,00",41 7199 2016-3
59,4691,2011-1,"R$ 33.659,00",59 4691 2011-1
59,6600,2015-1,"R$ 132.579,00",59 6600 2015-1
21,7477,2017-3,"R$ 109.734,00",21 7477 2017-3
59,2368,2012-1,"R$ 43.146,00",59 2368 2012-1
48,4899,2010-1,"R$ 28.246,00",48 4899 2010-1
43,5643,2013-1,"R$ 30.266,00",43 5643 2013-1
21,6663,2016-1,"R$ 58.048,00",21 6663 2016-1
21,5721,2015-1,"R$ 36.579,00",21 5721 2015-1
21,5271,2013-1,"R$ 34.577,00",21 5271 2013-1
7,8570,2020-1,"R$ 244.283,00",7 8570 2020-1
43,9169,2021-1,"R$ 67.973,00",43 9169 2021-1
23,6530,2018-1,"R$ 63.411,00",23 6530 2018-1
168,8414,2019-1,"R$ 103.858,00",168 8414 2019-1
23,7790,2017-1,"R$ 370.076,00",23 7790 2017-1
59,8069,2021-1,"R$ 98.348,00",59 8069 2021-1
56,6872,2016-1,"R$ 51.616,00",56 6872 2016-1
48,4388,2013-1,"R$ 25.377,00",48 4388 2013-1
43,6842,2015-1,"R$ 40.405,00",43 6842 2015-1
25,4010,2008-1,"R$ 41.508,00",25 4010 2008-1
23,1040,2005-1,"R$ 19.374,00",23 1040 2005-1
161,9162,2022-1,"R$ 186.882,00",161 9162 2022-1
21,9209,2021-1,"R$ 60.195,00",21 9209 2021-1
23,8949,2021-1,"R$ 71.032,00",23 8949 2021-1
59,8717,2022-1,"R$ 211.021,00",59 8717 2022-1
23,8747,2020-3,"R$ 262.381,00",23 8747 2020-3
25,8779,2020-1,"R$ 118.683,00",25 8779 2020-1
48,9063,2022-1,"R$ 100.137,00",48 9063 2022-1
59,8641,2022-1,"R$ 118.227,00",59 8641 2022-1
59,5195,2011-1,"R$ 47.564,00",59 5195 2011-1
21,8947,2020-1,"R$ 81.272,00",21 8947 2020-1
39,6965,2016-1,"R$ 132.373,00",39 6965 2016-1
31,4477,2010-1,"R$ 39.680,00",31 4477 2010-1
31,4476,2019-3,"R$ 114.858,00",31 4476 2019-3
26,1328,2009-3,"R$ 64.818,00",26 1328 2009-3
22,911,1992-1,"R$ 8.184,00",22 911 1992-1
23,5896,2021-3,"R$ 241.671,00",23 5896 2021-3
26,8858,2022-1,"R$ 72.913,00",26 8858 2022-1
23,5893,2023-3,"R$ 261.212,00",23 5893 2023-3
26,6433,2012-1,"R$ 59.787,00",26 6433 2012-1
56,7406,2016-3,"R$ 197.867,00",56 7406 2016-3
22,4256,2012-1,"R$ 42.784,00",22 4256 2012-1
26,7549,2016-1,"R$ 50.854,00",26 7549 2016-1
23,5636,2013-1,"R$ 57.537,00",23 5636 2013-1
59,4753,2012-1,"R$ 35.705,00",59 4753 2012-1
41,9553,2022-1,"R$ 205.819,00",41 9553 2022-1
44,4727,2009-1,"R$ 22.584,00",44 4727 2009-1
23,8893,2021-1,"R$ 81.112,00",23 8893 2021-1
48,5313,2012-1,"R$ 21.743,00",48 5313 2012-1
23,8894,2023-1,"R$ 100.315,00",23 8894 2023-1
13,8466,2022-1,"R$ 99.281,00",13 8466 2022-1
13,9192,2022-3,"R$ 160.725,00",13 9192 2022-3
41,7742,2022-3,"R$ 266.595,00",41 7742 2022-3
21,602,2007-1,"R$ 29.923,00",21 602 2007-1
48,9547,2022-1,"R$ 123.407,00",48 9547 2022-1
26,6436,2016-1,"R$ 59.297,00",26 6436 2016-1
26,6352,2015-1,"R$ 58.978,00",26 6352 2015-1
23,5416,2021-1,"R$ 74.637,00",23 5416 2021-1
41,8504,2020-1,"R$ 158.192,00",41 8504 2020-1
26,8855,2022-1,"R$ 71.221,00",26 8855 2022-1
39,7765,2017-1,"R$ 313.138,00",39 7765 2017-1
48,8755,2022-1,"R$ 94.854,00",48 8755 2022-1
31,4863,2012-1,"R$ 65.192,00",31 4863 2012-1
22,6424,2014-1,"R$ 41.268,00",22 6424 2014-1
39,1541,2001-1,"R$ 35.212,00",39 1541 2001-1
22,875,2012-1,"R$ 63.412,00",22 875 2012-1
44,9235,2022-1,"R$ 73.884,00",44 9235 2022-1
56,6246,2020-1,"R$ 57.051,00",56 6246 2020-1
59,9151,2022-1,"R$ 131.176,00",59 9151 2022-1
23,9597,2022-1,"R$ 112.041,00",23 9597 2022-1
21,7612,2020-1,"R$ 52.575,00",21 7612 2020-1
23,1165,2007-1,"R$ 45.548,00",23 1165 2007-1
25,4973,2022-1,"R$ 114.274,00",25 4973 2022-1
31,5418,2020-1,"R$ 168.226,00",31 5418 2020-1
44,9834,2023-1,"R$ 100.610,00",44 9834 2023-1
59,8185,2022-1,"R$ 109.255,00",59 8185 2022-1
22,6915,2021-1,"R$ 58.171,00",22 6915 2021-1
29,9459,2022-1,"R$ 205.255,00",29 9459 2022-1
59,2529,2009-1,"R$ 30.785,00",59 2529 2009-1
25,1273,2021-1,"R$ 97.648,00",25 1273 2021-1
6,129,1995-1,"R$ 114.153,00",6 129 1995-1
56,8363,2019-1,"R$ 75.508,00",56 8363 2019-1
22,766,2010-3,"R$ 146.910,00",22 766 2010-3
23,6233,2019-1,"R$ 58.913,00",23 6233 2019-1
23,6174,2017-1,"R$ 60.917,00",23 6174 2017-1
12,4528,2008-1,"R$ 85.761,00",12 4528 2008-1
58,6131,2017-1,"R$ 143.597,00",58 6131 2017-1
29,9746,2022-1,"R$ 159.915,00",29 9746 2022-1
6,9290,2022-1,"R$ 680.215,00",6 9290 2022-1
