Ano,CodAno,Modelo,CodModelo,Marca,CodMarca
2019 Gasolina,2019-1,VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT,8185,VW - VOLKSWAGEN,59
2018 Gasolina,2018-1,VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT,8185,VW - VOLKSWAGEN,59
32000 Gasolina,32000-1,VIRTUS GTS 1.4 TSI 16V FLEX 4P,8997,VW - VOLKSWAGEN,59
2022 Gasolina,2022-1,VIRTUS GTS 1.4 TSI 16V FLEX 4P,8997,VW - VOLKSWAGEN,59
2021 Gasolina,2021-1,VIRTUS GTS 1.4 TSI 16V FLEX 4P,8997,VW - VOLKSWAGEN,59
2020 Gasolina,2020-1,VIRTUS GTS 1.4 TSI 16V FLEX 4P,8997,VW - VOLKSWAGEN,59
32000 Gasolina,32000-1,VIRTUS HIGHLINE 200 TSI 1.0 FLEX 12V AUT,8186,VW - VOLKSWAGEN,59
2022 Gasolina,2022-1,VIRTUS HIGHLINE 200 TSI 1.0 FLEX 12V AUT,8186,VW - VOLKSWAGEN,59
2021 Gasolina,2021-1,VIRTUS HIGHLINE 200 TSI 1.0 FLEX 12V AUT,8186,VW - VOLKSWAGEN,59
2020 Gasolina,2020-1,VIRTUS HIGHLINE 200 TSI 1.0 FLEX 12V AUT,8186,VW - VOLKSWAGEN,59
2019 Gasolina,2019-1,VIRTUS HIGHLINE 200 TSI 1.0 FLEX 12V AUT,8186,VW - VOLKSWAGEN,59
2018 Gasolina,2018-1,VIRTUS HIGHLINE 200 TSI 1.0 FLEX 12V AUT,8186,VW - VOLKSWAGEN,59
32000 Gasolina,32000-1,VOYAGE 1.0 FLEX 12V 4P,8325,VW - VOLKSWAGEN,59
2023 Gasolina,2023-1,VOYAGE 1.0 FLEX 12V 4P,8325,VW - VOLKSWAGEN,59
2022 Gasolina,2022-1,VOYAGE 1.0 FLEX 12V 4P,8325,VW - VOLKSWAGEN,59
2021 Gasolina,2021-1,VOYAGE 1.0 FLEX 12V 4P,8325,VW - VOLKSWAGEN,59
2020 Gasolina,2020-1,VOYAGE 1.0 FLEX 12V 4P,8325,VW - VOLKSWAGEN,59
2019 Gasolina,2019-1,VOYAGE 1.0 FLEX 12V 4P,8325,VW - VOLKSWAGEN,59
2016 Gasolina,2016-1,VOYAGE 1.0/1.0 CITY MI TOTAL FLEX 8V 4P,4752,VW - VOLKSWAGEN,59
2015 Gasolina,2015-1,VOYAGE 1.0/1.0 CITY MI TOTAL FLEX 8V 4P,4752,VW - VOLKSWAGEN,59
2014 Gasolina,2014-1,VOYAGE 1.0/1.0 CITY MI TOTAL FLEX 8V 4P,4752,VW - VOLKSWAGEN,59
2013 Gasolina,2013-1,VOYAGE 1.0/1.0 CITY MI TOTAL FLEX 8V 4P,4752,VW - VOLKSWAGEN,59
2012 Gasolina,2012-1,VOYAGE 1.0/1.0 CITY MI TOTAL FLEX 8V 4P,4752,VW - VOLKSWAGEN,59
2011 Gasolina,2011-1,VOYAGE 1.0/1.0 CITY MI TOTAL FLEX 8V 4P,4752,VW - VOLKSWAGEN,59
2010 Gasolina,2010-1,VOYAGE 1.0/1.0 CITY MI TOTAL FLEX 8V 4P,4752,VW - VOLKSWAGEN,59
2009 Gasolina,2009-1,VOYAGE 1.0/1.0 CITY MI TOTAL FLEX 8V 4P,4752,VW - VOLKSWAGEN,59
32000 Gasolina,32000-1,VOYAGE 1.6 MSI FLEX 16V 4P AUT.,8464,VW - VOLKSWAGEN,59
2022 Gasolina,2022-1,VOYAGE 1.6 MSI FLEX 16V 4P AUT.,8464,VW - VOLKSWAGEN,59
2021 Gasolina,2021-1,VOYAGE 1.6 MSI FLEX 16V 4P AUT.,8464,VW - VOLKSWAGEN,59
2020 Gasolina,2020-1,VOYAGE 1.6 MSI FLEX 16V 4P AUT.,8464,VW - VOLKSWAGEN,59
2019 Gasolina,2019-1,VOYAGE 1.6 MSI FLEX 16V 4P AUT.,8464,VW - VOLKSWAGEN,59
32000 Gasolina,32000-1,VOYAGE 1.6 MSI FLEX 8V 4P,8326,VW - VOLKSWAGEN,59
2022 Gasolina,2022-1,VOYAGE 1.6 MSI FLEX 8V 4P,8326,VW - VOLKSWAGEN,59
2021 Gasolina,2021-1,VOYAGE 1.6 MSI FLEX 8V 4P,8326,VW - VOLKSWAGEN,59
2020 Gasolina,2020-1,VOYAGE 1.6 MSI FLEX 8V 4P,8326,VW - VOLKSWAGEN,59
2019 Gasolina,2019-1,VOYAGE 1.6 MSI FLEX 8V 4P,8326,VW - VOLKSWAGEN,59
2016 Gasolina,2016-1,VOYAGE 1.6/1.6 CITY  MI TOTAL FLEX 8V 4P,4753,VW - VOLKSWAGEN,59
2015 Gasolina,2015-1,VOYAGE 1.6/1.6 CITY  MI TOTAL FLEX 8V 4P,4753,VW - VOLKSWAGEN,59
2014 Gasolina,2014-1,VOYAGE 1.6/1.6 CITY  MI TOTAL FLEX 8V 4P,4753,VW - VOLKSWAGEN,59
2013 Gasolina,2013-1,VOYAGE 1.6/1.6 CITY  MI TOTAL FLEX 8V 4P,4753,VW - VOLKSWAGEN,59
2012 Gasolina,2012-1,VOYAGE 1.6/1.6 CITY  MI TOTAL FLEX 8V 4P,4753,VW - VOLKSWAGEN,59
2011 Gasolina,2011-1,VOYAGE 1.6/1.6 CITY  MI TOTAL FLEX 8V 4P,4753,VW - VOLKSWAGEN,59
2010 Gasolina,2010-1,VOYAGE 1.6/1.6 CITY  MI TOTAL FLEX 8V 4P,4753,VW - VOLKSWAGEN,59
2009 Gasolina,2009-1,VOYAGE 1.6/1.6 CITY  MI TOTAL FLEX 8V 4P,4753,VW - VOLKSWAGEN,59
1995 Gasolina,1995-1,VOYAGE C/CL/FOX 1.6,2571,VW - VOLKSWAGEN,59
1995 Álcool,1995-2,VOYAGE C/CL/FOX 1.6,2571,VW - VOLKSWAGEN,59
1994 Gasolina,1994-1,VOYAGE C/CL/FOX 1.6,2571,VW - VOLKSWAGEN,59
1993 Gasolina,1993-1,VOYAGE C/CL/FOX 1.6,2571,VW - VOLKSWAGEN,59
1992 Gasolina,1992-1,VOYAGE C/CL/FOX 1.6,2571,VW - VOLKSWAGEN,59
1991 Gasolina,1991-1,VOYAGE C/CL/FOX 1.6,2571,VW - VOLKSWAGEN,59
1990 Gasolina,1990-1,VOYAGE C/CL/FOX 1.6,2571,VW - VOLKSWAGEN,59
1989 Gasolina,1989-1,VOYAGE C/CL/FOX 1.6,2571,VW - VOLKSWAGEN,59
1988 Gasolina,1988-1,VOYAGE C/CL/FOX 1.6,2571,VW - VOLKSWAGEN,59
1987 Gasolina,1987-1,VOYAGE C/CL/FOX 1.6,2571,VW - VOLKSWAGEN,59
1995 Gasolina,1995-1,VOYAGE CL 1.8,2572,VW - VOLKSWAGEN,59
1995 Álcool,1995-2,VOYAGE CL 1.8,2572,VW - VOLKSWAGEN,59
1994 Gasolina,1994-1,VOYAGE CL 1.8,2572,VW - VOLKSWAGEN,59
1993 Gasolina,1993-1,VOYAGE CL 1.8,2572,VW - VOLKSWAGEN,59
1992 Gasolina,1992-1,VOYAGE CL 1.8,2572,VW - VOLKSWAGEN,59
1991 Gasolina,1991-1,VOYAGE CL 1.8,2572,VW - VOLKSWAGEN,59
1990 Gasolina,1990-1,VOYAGE CL 1.8,2572,VW - VOLKSWAGEN,59
2018 Gasolina,2018-1,VOYAGE COMF/HIGHLI. 1.6 T.FLEX 8V 4P,4754,VW - VOLKSWAGEN,59
2017 Gasolina,2017-1,VOYAGE COMF/HIGHLI. 1.6 T.FLEX 8V 4P,4754,VW - VOLKSWAGEN,59
2016 Gasolina,2016-1,VOYAGE COMF/HIGHLI. 1.6 T.FLEX 8V 4P,4754,VW - VOLKSWAGEN,59
2015 Gasolina,2015-1,VOYAGE COMF/HIGHLI. 1.6 T.FLEX 8V 4P,4754,VW - VOLKSWAGEN,59
2014 Gasolina,2014-1,VOYAGE COMF/HIGHLI. 1.6 T.FLEX 8V 4P,4754,VW - VOLKSWAGEN,59
2013 Gasolina,2013-1,VOYAGE COMF/HIGHLI. 1.6 T.FLEX 8V 4P,4754,VW - VOLKSWAGEN,59
2012 Gasolina,2012-1,VOYAGE COMF/HIGHLI. 1.6 T.FLEX 8V 4P,4754,VW - VOLKSWAGEN,59
2011 Gasolina,2011-1,VOYAGE COMF/HIGHLI. 1.6 T.FLEX 8V 4P,4754,VW - VOLKSWAGEN,59
2010 Gasolina,2010-1,VOYAGE COMF/HIGHLI. 1.6 T.FLEX 8V 4P,4754,VW - VOLKSWAGEN,59
2009 Gasolina,2009-1,VOYAGE COMF/HIGHLI. 1.6 T.FLEX 8V 4P,4754,VW - VOLKSWAGEN,59
2015 Gasolina,2015-1,VOYAGE I MOTION 1.6 MI TOTAL FLEX 8V,5116,VW - VOLKSWAGEN,59
2014 Gasolina,2014-1,VOYAGE I MOTION 1.6 MI TOTAL FLEX 8V,5116,VW - VOLKSWAGEN,59
2013 Gasolina,2013-1,VOYAGE I MOTION 1.6 MI TOTAL FLEX 8V,5116,VW - VOLKSWAGEN,59
2012 Gasolina,2012-1,VOYAGE I MOTION 1.6 MI TOTAL FLEX 8V,5116,VW - VOLKSWAGEN,59
2011 Gasolina,2011-1,VOYAGE I MOTION 1.6 MI TOTAL FLEX 8V,5116,VW - VOLKSWAGEN,59
2010 Gasolina,2010-1,VOYAGE I MOTION 1.6 MI TOTAL FLEX 8V,5116,VW - VOLKSWAGEN,59
2014 Gasolina,2014-1,VOYAGE I MOTION TREND 1.6 MI T. FLEX 8V,5118,VW - VOLKSWAGEN,59
2013 Gasolina,2013-1,VOYAGE I MOTION TREND 1.6 MI T. FLEX 8V,5118,VW - VOLKSWAGEN,59
2012 Gasolina,2012-1,VOYAGE I MOTION TREND 1.6 MI T. FLEX 8V,5118,VW - VOLKSWAGEN,59
2011 Gasolina,2011-1,VOYAGE I MOTION TREND 1.6 MI T. FLEX 8V,5118,VW - VOLKSWAGEN,59
2010 Gasolina,2010-1,VOYAGE I MOTION TREND 1.6 MI T. FLEX 8V,5118,VW - VOLKSWAGEN,59
2014 Gasolina,2014-1,VOYAGE TREND 1.6 MI TOTAL FLEX 8V 4P,4755,VW - VOLKSWAGEN,59
2013 Gasolina,2013-1,VOYAGE TREND 1.6 MI TOTAL FLEX 8V 4P,4755,VW - VOLKSWAGEN,59
2012 Gasolina,2012-1,VOYAGE TREND 1.6 MI TOTAL FLEX 8V 4P,4755,VW - VOLKSWAGEN,59
2011 Gasolina,2011-1,VOYAGE TREND 1.6 MI TOTAL FLEX 8V 4P,4755,VW - VOLKSWAGEN,59
2010 Gasolina,2010-1,VOYAGE TREND 1.6 MI TOTAL FLEX 8V 4P,4755,VW - VOLKSWAGEN,59
2009 Gasolina,2009-1,VOYAGE TREND 1.6 MI TOTAL FLEX 8V 4P,4755,VW - VOLKSWAGEN,59
2018 Gasolina,2018-1,VOYAGE TRENDLINE 1.0 T.FLEX 12V 4P,7524,VW - VOLKSWAGEN,59
2017 Gasolina,2017-1,VOYAGE TRENDLINE 1.0 T.FLEX 12V 4P,7524,VW - VOLKSWAGEN,59
2015 Gasolina,2015-1,A1 SPORTBACK 1.4 TFSI 185CV 5P S-TRONIC,6201,AUDI,6
2014 Gasolina,2014-1,A1 SPORTBACK 1.4 TFSI 185CV 5P S-TRONIC,6201,AUDI,6
2013 Gasolina,2013-1,A1 SPORTBACK 1.4 TFSI 185CV 5P S-TRONIC,6201,AUDI,6
2003 Gasolina,2003-1,A3 1.6 3P,52,AUDI,6
2002 Gasolina,2002-1,A3 1.6 3P,52,AUDI,6
2001 Gasolina,2001-1,A3 1.6 3P,52,AUDI,6
2000 Gasolina,2000-1,A3 1.6 3P,52,AUDI,6
1999 Gasolina,1999-1,A3 1.6 3P,52,AUDI,6
2020 Gasolina,2020-1,A3 SEDAN PERFORMANCE 2.0 TFSI S-TRONIC,8560,AUDI,6
2019 Gasolina,2019-1,A3 SEDAN PERFORMANCE 2.0 TFSI S-TRONIC,8560,AUDI,6
2001 Gasolina,2001-1,A4 1.8  AUT.,68,AUDI,6
2000 Gasolina,2000-1,A4 1.8  AUT.,68,AUDI,6
1999 Gasolina,1999-1,A4 1.8  AUT.,68,AUDI,6
1998 Gasolina,1998-1,A4 1.8  AUT.,68,AUDI,6
1997 Gasolina,1997-1,A4 1.8  AUT.,68,AUDI,6
1996 Gasolina,1996-1,A4 1.8  AUT.,68,AUDI,6
1995 Gasolina,1995-1,A4 1.8  AUT.,68,AUDI,6
32000 Gasolina,32000-1,A4 PRESTIGE PLUS 2.0 TFSI 190CV S TRONIC,8771,AUDI,6
2022 Gasolina,2022-1,A4 PRESTIGE PLUS 2.0 TFSI 190CV S TRONIC,8771,AUDI,6
2021 Gasolina,2021-1,A4 PRESTIGE PLUS 2.0 TFSI 190CV S TRONIC,8771,AUDI,6
2019 Gasolina,2019-1,A4 PRESTIGE PLUS 2.0 TFSI 190CV S TRONIC,8771,AUDI,6
2018 Gasolina,2018-1,A6 3.0 TFSI V6 QUATTRO S TRONIC 4P,6414,AUDI,6
2017 Gasolina,2017-1,A6 3.0 TFSI V6 QUATTRO S TRONIC 4P,6414,AUDI,6
2016 Gasolina,2016-1,A6 3.0 TFSI V6 QUATTRO S TRONIC 4P,6414,AUDI,6
2015 Gasolina,2015-1,A6 3.0 TFSI V6 QUATTRO S TRONIC 4P,6414,AUDI,6
2014 Gasolina,2014-1,A6 3.0 TFSI V6 QUATTRO S TRONIC 4P,6414,AUDI,6
2013 Gasolina,2013-1,A6 3.0 TFSI V6 QUATTRO S TRONIC 4P,6414,AUDI,6
32000 Gasolina,32000-1,Q3 BLACK S LINE 1.4 TFSI S-TRONIC,9304,AUDI,6
2021 Gasolina,2021-1,Q3 BLACK S LINE 1.4 TFSI S-TRONIC,9304,AUDI,6
2017 Gasolina,2017-1,Q5 2.0 16V TFSI 225CV QUATTRO TIPTRONIC,6573,AUDI,6
2016 Gasolina,2016-1,Q5 2.0 16V TFSI 225CV QUATTRO TIPTRONIC,6573,AUDI,6
2015 Gasolina,2015-1,Q5 2.0 16V TFSI 225CV QUATTRO TIPTRONIC,6573,AUDI,6
2014 Gasolina,2014-1,Q5 2.0 16V TFSI 225CV QUATTRO TIPTRONIC,6573,AUDI,6
2013 Gasolina,2013-1,Q5 2.0 16V TFSI 225CV QUATTRO TIPTRONIC,6573,AUDI,6
32000 Gasolina,32000-1,Q5 PRESTIGE 2.0 TFSI QUATTRO S TRONIC,8584,AUDI,6
2022 Gasolina,2022-1,Q5 PRESTIGE 2.0 TFSI QUATTRO S TRONIC,8584,AUDI,6
2021 Gasolina,2021-1,Q5 PRESTIGE 2.0 TFSI QUATTRO S TRONIC,8584,AUDI,6
2020 Gasolina,2020-1,Q5 PRESTIGE 2.0 TFSI QUATTRO S TRONIC,8584,AUDI,6
2019 Gasolina,2019-1,Q5 PRESTIGE 2.0 TFSI QUATTRO S TRONIC,8584,AUDI,6
2020 Gasolina,2020-1,Q5 PRESTIGE PLUS 2.0 TFSI QUAT. S TRONIC,8585,AUDI,6
2019 Gasolina,2019-1,Q5 PRESTIGE PLUS 2.0 TFSI QUAT. S TRONIC,8585,AUDI,6
2001 Gasolina,2001-1,RS4 2.7 AVANT V6 30V BI-TB QUATTRO 380CV,130,AUDI,6
2015 Gasolina,2015-1,RS5 4.2 FSI V8 450CV QUATTRO S-TRON. 2P,5410,AUDI,6
2014 Gasolina,2014-1,RS5 4.2 FSI V8 450CV QUATTRO S-TRON. 2P,5410,AUDI,6
2013 Gasolina,2013-1,RS5 4.2 FSI V8 450CV QUATTRO S-TRON. 2P,5410,AUDI,6
2012 Gasolina,2012-1,RS5 4.2 FSI V8 450CV QUATTRO S-TRON. 2P,5410,AUDI,6
2011 Gasolina,2011-1,RS5 4.2 FSI V8 450CV QUATTRO S-TRON. 2P,5410,AUDI,6
2016 Gasolina,2016-1,S3 SEDAN 2.0 TFSI QUATTRO 286CV S-TRONIC,6951,AUDI,6
2015 Gasolina,2015-1,S3 SEDAN 2.0 TFSI QUATTRO 286CV S-TRONIC,6951,AUDI,6
2014 Gasolina,2014-1,S3 SEDAN 2.0 TFSI QUATTRO 286CV S-TRONIC,6951,AUDI,6
1995 Gasolina,1995-1,318I CABRIO 1.8 16V,155,BMW,7
1994 Gasolina,1994-1,318I CABRIO 1.8 16V,155,BMW,7
32000 Gasolina,32000-1,320IA 2.0 TB M SPORT A.FLEX/M.SPORT 4P,7256,BMW,7
2022 Gasolina,2022-1,320IA 2.0 TB M SPORT A.FLEX/M.SPORT 4P,7256,BMW,7
2021 Gasolina,2021-1,320IA 2.0 TB M SPORT A.FLEX/M.SPORT 4P,7256,BMW,7
2020 Gasolina,2020-1,320IA 2.0 TB M SPORT A.FLEX/M.SPORT 4P,7256,BMW,7
2018 Gasolina,2018-1,320IA 2.0 TB M SPORT A.FLEX/M.SPORT 4P,7256,BMW,7
2017 Gasolina,2017-1,320IA 2.0 TB M SPORT A.FLEX/M.SPORT 4P,7256,BMW,7
2016 Gasolina,2016-1,320IA 2.0 TB M SPORT A.FLEX/M.SPORT 4P,7256,BMW,7
2015 Gasolina,2015-1,320IA 2.0 TB M SPORT A.FLEX/M.SPORT 4P,7256,BMW,7
32000 Gasolina,32000-1,320IA 2.0 TURBO/ACTIVEFLEX 16V/GP  4P,6090,BMW,7
2022 Gasolina,2022-1,320IA 2.0 TURBO/ACTIVEFLEX 16V/GP  4P,6090,BMW,7
2021 Gasolina,2021-1,320IA 2.0 TURBO/ACTIVEFLEX 16V/GP  4P,6090,BMW,7
2015 Gasolina,2015-1,320IA 2.0 TURBO/ACTIVEFLEX 16V/GP  4P,6090,BMW,7
2014 Gasolina,2014-1,320IA 2.0 TURBO/ACTIVEFLEX 16V/GP  4P,6090,BMW,7
2013 Gasolina,2013-1,320IA 2.0 TURBO/ACTIVEFLEX 16V/GP  4P,6090,BMW,7
32000 Gasolina,32000-1,330E M SPORT 2.0 TURBO HÍBRIDO AUT.,9079,BMW,7
2022 Gasolina,2022-1,330E M SPORT 2.0 TURBO HÍBRIDO AUT.,9079,BMW,7
2021 Gasolina,2021-1,330E M SPORT 2.0 TURBO HÍBRIDO AUT.,9079,BMW,7
2020 Gasolina,2020-1,330E M SPORT 2.0 TURBO HÍBRIDO AUT.,9079,BMW,7
2020 Gasolina,2020-1,I8 E-DRIVE 1.5 TB 12V  AUT.,7025,BMW,7
2016 Gasolina,2016-1,I8 E-DRIVE 1.5 TB 12V  AUT.,7025,BMW,7
2015 Gasolina,2015-1,I8 E-DRIVE 1.5 TB 12V  AUT.,7025,BMW,7
32000 Gasolina,32000-1,M340I XDRIVE 3.0 TURBO AUT.,9105,BMW,7
2022 Gasolina,2022-1,M340I XDRIVE 3.0 TURBO AUT.,9105,BMW,7
2021 Gasolina,2021-1,M340I XDRIVE 3.0 TURBO AUT.,9105,BMW,7
2020 Gasolina,2020-1,X2 SDRIVE  20I M SP/M SP 2.0 TB FLEX AUT,8277,BMW,7
2019 Gasolina,2019-1,X2 SDRIVE  20I M SP/M SP 2.0 TB FLEX AUT,8277,BMW,7
2018 Gasolina,2018-1,X2 SDRIVE  20I M SP/M SP 2.0 TB FLEX AUT,8277,BMW,7
2016 Gasolina,2016-1,X5 XDRIVE 50I SECURITY 4.4 BI-TURBO,5590,BMW,7
2015 Gasolina,2015-1,X5 XDRIVE 50I SECURITY 4.4 BI-TURBO,5590,BMW,7
2014 Gasolina,2014-1,X5 XDRIVE 50I SECURITY 4.4 BI-TURBO,5590,BMW,7
2013 Gasolina,2013-1,X5 XDRIVE 50I SECURITY 4.4 BI-TURBO,5590,BMW,7
2012 Gasolina,2012-1,X5 XDRIVE 50I SECURITY 4.4 BI-TURBO,5590,BMW,7
2011 Gasolina,2011-1,X5 XDRIVE 50I SECURITY 4.4 BI-TURBO,5590,BMW,7
32000 Gasolina,32000-1,TIGGO 3X PRO 1.0 TURBO FLEX AUT.,9533,CAOA CHERY,161
2023 Gasolina,2023-1,TIGGO 3X PRO 1.0 TURBO FLEX AUT.,9533,CAOA CHERY,161
2022 Gasolina,2022-1,TIGGO 3X PRO 1.0 TURBO FLEX AUT.,9533,CAOA CHERY,161
32000 Gasolina,32000-1,TIGGO 8 FOUNDER'S EDITION 1.6 TGDI AUT.,9838,CAOA CHERY,161
2023 Gasolina,2023-1,TIGGO 8 FOUNDER'S EDITION 1.6 TGDI AUT.,9838,CAOA CHERY,161
2009 Gasolina,2009-1,PT CRUISER CLASSIC 2.4 16V 143CV 4P,3882,CHRYSLER,12
2008 Gasolina,2008-1,PT CRUISER CLASSIC 2.4 16V 143CV 4P,3882,CHRYSLER,12
2007 Gasolina,2007-1,PT CRUISER CLASSIC 2.4 16V 143CV 4P,3882,CHRYSLER,12
2006 Gasolina,2006-1,PT CRUISER CLASSIC 2.4 16V 143CV 4P,3882,CHRYSLER,12
2020 Gasolina,2020-1,AIRCROSS 100 ANOS 1.6 FLEX 16V AUT.,8737,CITROËN,13
2015 Gasolina,2015-1,AIRCROSS EXCLUSIVE 1.6 FLEX 16V 5P AUT.,5609,CITROËN,13
2014 Gasolina,2014-1,AIRCROSS EXCLUSIVE 1.6 FLEX 16V 5P AUT.,5609,CITROËN,13
2013 Gasolina,2013-1,AIRCROSS EXCLUSIVE 1.6 FLEX 16V 5P AUT.,5609,CITROËN,13
2012 Gasolina,2012-1,AIRCROSS EXCLUSIVE 1.6 FLEX 16V 5P AUT.,5609,CITROËN,13
2011 Gasolina,2011-1,AIRCROSS EXCLUSIVE 1.6 FLEX 16V 5P AUT.,5609,CITROËN,13
2021 Gasolina,2021-1,AIRCROSS LIVE 1.6 FLEX 16V 5P AUT.,7423,CITROËN,13
2020 Gasolina,2020-1,AIRCROSS LIVE 1.6 FLEX 16V 5P AUT.,7423,CITROËN,13
2019 Gasolina,2019-1,AIRCROSS LIVE 1.6 FLEX 16V 5P AUT.,7423,CITROËN,13
2018 Gasolina,2018-1,AIRCROSS LIVE 1.6 FLEX 16V 5P AUT.,7423,CITROËN,13
2017 Gasolina,2017-1,AIRCROSS LIVE 1.6 FLEX 16V 5P AUT.,7423,CITROËN,13
2016 Gasolina,2016-1,AIRCROSS LIVE 1.6 FLEX 16V 5P AUT.,7423,CITROËN,13
2020 Gasolina,2020-1,C3 100 ANOS 1.6 16V FLEX AUT.,8738,CITROËN,13
2021 Gasolina,2021-1,C3 ATTRACTION PURE TECH 1.2 FLEX 12V MEC,7585,CITROËN,13
2020 Gasolina,2020-1,C3 ATTRACTION PURE TECH 1.2 FLEX 12V MEC,7585,CITROËN,13
2019 Gasolina,2019-1,C3 ATTRACTION PURE TECH 1.2 FLEX 12V MEC,7585,CITROËN,13
2018 Gasolina,2018-1,C3 ATTRACTION PURE TECH 1.2 FLEX 12V MEC,7585,CITROËN,13
2017 Gasolina,2017-1,C3 ATTRACTION PURE TECH 1.2 FLEX 12V MEC,7585,CITROËN,13
2016 Gasolina,2016-1,C3 ATTRACTION PURE TECH 1.2 FLEX 12V MEC,7585,CITROËN,13
2012 Gasolina,2012-1,C3 EXCLUSIVE 1.4 FLEX 8V 5P,4315,CITROËN,13
2011 Gasolina,2011-1,C3 EXCLUSIVE 1.4 FLEX 8V 5P,4315,CITROËN,13
2010 Gasolina,2010-1,C3 EXCLUSIVE 1.4 FLEX 8V 5P,4315,CITROËN,13
2009 Gasolina,2009-1,C3 EXCLUSIVE 1.4 FLEX 8V 5P,4315,CITROËN,13
2008 Gasolina,2008-1,C3 EXCLUSIVE 1.4 FLEX 8V 5P,4315,CITROËN,13
2007 Gasolina,2007-1,C3 EXCLUSIVE 1.4 FLEX 8V 5P,4315,CITROËN,13
2014 Gasolina,2014-1,C3 PICASSO GLX 1.6 FLEX 16V 5P AUT.,5612,CITROËN,13
2013 Gasolina,2013-1,C3 PICASSO GLX 1.6 FLEX 16V 5P AUT.,5612,CITROËN,13
2012 Gasolina,2012-1,C3 PICASSO GLX 1.6 FLEX 16V 5P AUT.,5612,CITROËN,13
2011 Gasolina,2011-1,C3 PICASSO GLX 1.6 FLEX 16V 5P AUT.,5612,CITROËN,13
2015 Gasolina,2015-1,C3 PICASSO TENDANCE 1.5 FLEX 8V 5P MEC.,6774,CITROËN,13
2018 Gasolina,2018-1,C3 TENDANCE 1.6 VTI FLEX START 16V AUT.,6776,CITROËN,13
2017 Gasolina,2017-1,C3 TENDANCE 1.6 VTI FLEX START 16V AUT.,6776,CITROËN,13
2016 Gasolina,2016-1,C3 TENDANCE 1.6 VTI FLEX START 16V AUT.,6776,CITROËN,13
2015 Gasolina,2015-1,C3 TENDANCE 1.6 VTI FLEX START 16V AUT.,6776,CITROËN,13
2020 Gasolina,2020-1,C3 TENDANCE PURE TECH 1.2 FLEX 12V MEC.,7587,CITROËN,13
2019 Gasolina,2019-1,C3 TENDANCE PURE TECH 1.2 FLEX 12V MEC.,7587,CITROËN,13
2018 Gasolina,2018-1,C3 TENDANCE PURE TECH 1.2 FLEX 12V MEC.,7587,CITROËN,13
2017 Gasolina,2017-1,C3 TENDANCE PURE TECH 1.2 FLEX 12V MEC.,7587,CITROËN,13
2016 Gasolina,2016-1,C3 TENDANCE PURE TECH 1.2 FLEX 12V MEC.,7587,CITROËN,13
2020 Gasolina,2020-1,C4 CACTUS 100 ANOS 1.6 TB 16V FLEX AUT.,8739,CITROËN,13
2018 Gasolina,2018-1,C4 LOUNGE TENDANCE 1.6 TURBO FLEX AUT.,7118,CITROËN,13
2017 Gasolina,2017-1,C4 LOUNGE TENDANCE 1.6 TURBO FLEX AUT.,7118,CITROËN,13
2016 Gasolina,2016-1,C4 LOUNGE TENDANCE 1.6 TURBO FLEX AUT.,7118,CITROËN,13
2015 Gasolina,2015-1,C4 LOUNGE TENDANCE 1.6 TURBO FLEX AUT.,7118,CITROËN,13
2019 Gasolina,2019-1,C4 PICASSO INTENSIVE 1.6 TURBO 16V AUT.,7426,CITROËN,13
2018 Gasolina,2018-1,C4 PICASSO INTENSIVE 1.6 TURBO 16V AUT.,7426,CITROËN,13
2017 Gasolina,2017-1,C4 PICASSO INTENSIVE 1.6 TURBO 16V AUT.,7426,CITROËN,13
2016 Gasolina,2016-1,C4 PICASSO INTENSIVE 1.6 TURBO 16V AUT.,7426,CITROËN,13
32000 Diesel,32000-3,JUMPY 1.6  FURGÃO PACK TURBO DIESEL,8078,CITROËN,13
2022 Diesel,2022-3,JUMPY 1.6  FURGÃO PACK TURBO DIESEL,8078,CITROËN,13
2021 Diesel,2021-3,JUMPY 1.6  FURGÃO PACK TURBO DIESEL,8078,CITROËN,13
2020 Diesel,2020-3,JUMPY 1.6  FURGÃO PACK TURBO DIESEL,8078,CITROËN,13
2019 Diesel,2019-3,JUMPY 1.6  FURGÃO PACK TURBO DIESEL,8078,CITROËN,13
2018 Diesel,2018-3,JUMPY 1.6  FURGÃO PACK TURBO DIESEL,8078,CITROËN,13
2001 Gasolina,2001-1,XSARA BREAK EXCLUSIVE 1.6 16V 5P MEC.,324,CITROËN,13
2016 Gasolina,2016-1,BRAVO SPORTING 1.8 DUALOGIC FLEX 16V 5P,6051,FIAT,21
2015 Gasolina,2015-1,BRAVO SPORTING 1.8 DUALOGIC FLEX 16V 5P,6051,FIAT,21
2014 Gasolina,2014-1,BRAVO SPORTING 1.8 DUALOGIC FLEX 16V 5P,6051,FIAT,21
2013 Gasolina,2013-1,BRAVO SPORTING 1.8 DUALOGIC FLEX 16V 5P,6051,FIAT,21
32000 Diesel,32000-3,DUCATO MINIBUS COMFORT 2.3 16V DIESEL,8397,FIAT,21
2021 Diesel,2021-3,DUCATO MINIBUS COMFORT 2.3 16V DIESEL,8397,FIAT,21
2020 Diesel,2020-3,DUCATO MINIBUS COMFORT 2.3 16V DIESEL,8397,FIAT,21
